lingq_id,term,fragment,hint,status,extended_status,tags,importance,last_studied_correct,first_seen,last_synced,notes
,transportieren,"Fahrräder können gratis transportiert werden.","vận chuyển",1,0,wortart:Verb;level:B1;thema:Verkehr;voc:VOC-20260522-1146,0,,2026-05-31,,
,traumhaft,,"tuyệt vời; như mơ",1,0,wortart:Adjektiv;level:B1;thema:web-queue;voc:WEB-20260531-021,0,,2026-05-31,,
,Treffen,"Der Termin für das Treffen hat sich geändert.","cuộc gặp gỡ",1,0,wortart:Substantiv;level:B1;thema:Familie;voc:VOC-20260522-186,0,,2026-05-31,,
,Trennung,"Die klare Trennung von Arbeit und Freizeit ist im Homeoffice schwierig.","sự tách biệt",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1311,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1311]\n\n## Weak word\nmistake_count: 0 — last: 2026-05-29 — rule: Hören 4.30 — sự phân chia (klare Trennung)\n"
,Treppe,"Bitte nutzen Sie vorübergehend die Treppen.","cầu thang",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-431,0,,2026-05-31,,
,treu,"Als treue Kundin erhalten Sie ein exklusives Angebot.","trung thành",1,0,wortart:Adjektiv;level:B1;thema:Konsum;voc:VOC-20260522-1369,0,,2026-05-31,,
,trocken,"Im Osten bleibt es trocken.","khô ráo",1,0,wortart:Adjektiv;level:B1;thema:Wetter;voc:VOC-20260522-855,0,,2026-05-31,,
,Tropfen,"Nehmen Sie mittags und abends jeweils 10 Tropfen mit Wasser ein.","giọt (thuốc)",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-811,0,,2026-05-31,,
,träge,"Verzichten Sie auf sehr reichhaltige Gerichte, denn sie machen träge","uể oải, chậm chạp",1,0,wortart:Adjektiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1672,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1672]\n\n## Collocations\n- Hiermit beantrage ich ... (Bằng văn bản này, tôi xin/đề nghị ...)\n"
,täglich,"Das Medikament wird zweimal täglich eingenommen.","hàng ngày",1,0,wortart:Adjektiv;level:B1;thema:Gesundheit;voc:VOC-20260522-812,0,,2026-05-31,,
,täglich,"Das Bürgeramt hat nicht täglich bis 18 Uhr geöffnet.","hàng ngày",1,0,wortart:Adverb;level:B1;thema:Allgemein;voc:VOC-20260522-300,0,,2026-05-31,,
,Tätigkeit,"Nichts wird über eine Tätigkeit als Fußballspieler gesagt.","công việc, hoạt động",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-557,0,,2026-05-31,,
,Tätigkeiten,,"hoạt động, công việc",1,0,wortart:Substantiv;level:B1;thema:web-queue;voc:WEB-20260530-003,0,,2026-05-31,,
,U-Bahn,"Mit der U-Bahn fahren.","tàu điện ngầm",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-521,0,,2026-05-31,,
,Umbauarbeit,"Aufgrund von Umbauarbeiten ist die Abteilung eingeschränkt zugänglich.","công việc cải tạo, sửa chữa",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-083,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-083]\n\n## Grammar / Notes\nthường dùng số nhiều\n"
,Umbauarbeiten,"Das Bürgerbüro ist wegen Umbauarbeiten geschlossen.","công trình cải tạo",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-584,0,,2026-05-31,,
,Umgang,"Der Umgang mit digitalen Medien muss gelernt werden.","cách ứng xử, sử dụng",1,0,wortart:Substantiv;level:B1;thema:general;voc:VOC-20260518-107,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-107]\n\n## Grammar / Notes\nCấu trúc: Umgang mit + Dat. | Quelle: Teil4 4.21\n\n## Collocations\n- sparsamer Umgang mit Ressourcen (sử dụng tài nguyên tiết kiệm)\n"
,Umgebung,"Eine schöne Umgebung macht glücklich.","môi trường xung quanh",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260518-079,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-079]\n\n## Grammar / Notes\nVom Verb 'umgeben' | Quelle: Teil4 4.18\n\n## Collocations\n- in ländlicher Umgebung (ở vùng nông thôn)\n"
,Umgebung,"Kinder sollen in einer ruhigen Umgebung aufwachsen.","môi trường, vùng xung quanh",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-015,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-015]\n\n## Collocations\n- in ländlicher Umgebung (ở vùng nông thôn)\n"
,umgehend,"Die falsch gelieferte Jeans werde ich umgehend zurückschicken.","lập tức, ngay",1,0,wortart:Adverb;level:B1;thema:Allgemein;voc:VOC-20260522-1751,0,,2026-05-31,,
,umleiten,"Der Zug wurde auf Gleis 9 umgeleitet.","chuyển hướng",1,0,wortart:Verb;level:B1;thema:Verkehr;voc:VOC-20260522-120,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-120]\n\n## Grammar / Notes\ntrennbar\n"
,Umleitung,"Es gibt eine Umleitung wegen der Bauarbeiten.","đường vòng / lộ trình thay thế",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-906,0,,2026-05-31,,
,umparken,"Er möchte das Auto umparken.","đỗ lại chỗ khác",1,0,wortart:Verb;level:B1;thema:Verkehr;voc:VOC-20260522-1169,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1169]\n\n## Grammar / Notes\ntrennbar\n"
,umschlagen,"Das Wetter schlägt schnell um.","đột ngột chuyển biến, đổi chiều",1,0,wortart:Verb;level:B1;thema:Wetter;voc:VOC-20260522-768,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-768]\n\n## Grammar / Notes\ntách được\n"
,umsteigen,"Fahrgäste, die in die Innenstadt möchten, sollen in einen Bus umsteigen.","đổi chuyến (xe/tàu)",1,0,wortart:Verb;level:B1;thema:Verkehr;voc:VOC-20260522-129,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-129]\n\n## Grammar / Notes\ntrennbar\n"
,umstellen,"Sie können Ihre Kfz-Versicherung für das folgende Jahr umstellen.","chuyển đổi",1,0,wortart:Verb;level:B1;thema:Behörde;voc:VOC-20260522-839,0,,2026-05-31,,
,umtauschen,"Die Frau möchte das Kleid nicht umtauschen.","đổi hàng",1,0,wortart:Verb;level:B1;thema:Einkauf;voc:VOC-20260522-1115,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1115]\n\n## Grammar / Notes\ntrennbar\n"
,Umwelt,"Wir müssen die Umwelt schützen.","môi trường",1,0,wortart:Substantiv;level:B1;thema:Umwelt;voc:VOC-20260518-036,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-036]\n\n## Grammar / Notes\nCompound: um + Welt\n"
,umweltfreundlich,"viele Aktionen rund um umweltfreundliches Leben","thân thiện với môi trường",1,0,wortart:Adjektiv;level:B1;thema:Umwelt;voc:VOC-20260522-1630,0,,2026-05-31,,
,Umweltschutz,"Umweltschutz erfordert eine Änderung der Gewohnheiten.","bảo vệ môi trường",1,0,wortart:Substantiv;level:B1;thema:Umwelt;voc:VOC-20260518-094,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-094]\n\n## Grammar / Notes\nAus 'Umwelt' + 'Schutz' | Quelle: Teil4 4.20\n"
,Umweltverschmutzung,"Umweltverschmutzung ist in großen Städten ein Problem.","ô nhiễm môi trường",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260522-829,0,,2026-05-31,,
,Umzug,"Mirko fragt, ob du ihm beim Umzug helfen kannst.","việc chuyển nhà",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-121,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-121]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Unannehmlichkeit,"Mögliche Unannehmlichkeiten sollen vermieden werden.","sự bất tiện",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-989,0,,2026-05-31,,
,unaufhaltsam,"Der Klimawandel scheint unaufhaltsam zu sein.","không thể ngăn cản",1,0,wortart:Adjektiv;level:B1;thema:general;voc:VOC-20260518-018,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-018]\n\n## Grammar / Notes\nCấu tạo: un- + aufhalten (ngăn) + -sam\n"
,unbedingt,"Er muss nicht unbedingt einen Arzt besuchen.","nhất thiết, chắc chắn",1,0,wortart:Adverb;level:B1;thema:Allgemein;voc:VOC-20260522-1151,0,,2026-05-31,,
,unbeschädigt,"dass die Ware vollständig, unbenutzt und unbeschädigt ist","không hư hỏng, nguyên vẹn",1,0,wortart:Adjektiv;level:B1;thema:Konsum;voc:VOC-20260522-1686,0,,2026-05-31,,
,unersetzlich,"Persönliche Interaktion ist unersetzlich für effektives Lernen.","không thể thay thế",1,0,wortart:Adjektiv;level:B1;thema:Bildung;voc:VOC-20260522-1307,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1307]\n\n## Weak word\nmistake_count: 0 — last: 2026-05-29 — rule: Hören 4.29 — không thể thay thế — MISTAKES_LOG 2026-05-29\n\n## Past mistakes\n- 2026-05-29 (Hören): - **Mistake:** 4.29 Aussage 1 → chọn **a** (*Digitale Technologien verbessern den Zugang zu Bildung*) vì nghe thấy „den Zugang zur Bildung verbessern"" đầu câu. Đúng là **d** (*Schulen sollten in die neuesten Technologien investieren*). - **Mistake:** 4.29 Aussage 3 → chọn **c** (*Traditioneller Unterricht hat seine Vorzüge*) vì nghe thấy „Die traditionelle Form … hat ihre Vorteile"" đầu câu. Đúng là **e** (*Persönliche Interaktion ist unersetzlich*). - **Rule:** Trong bài Zuordnung (DTZ Hören), câu mở đầu thường chỉ là *bối cảnh dẫn dắt* — từ khoá của nó hay trùng với đáp án sai. Ý trọng tâm người nói muốn nhấn thường xuất hiện *sau* các marker: „Es ist wichtig, dass …"" / „Außerdem …"" / „vor allem …"" / „… ist unersetzlich / entscheidend / der größte Vorteil"". - **Example đúng thêm (cách nhận marker):** - *„Man spart Zeit. **Außerdem** kann ich flexibel arbeiten.""* → ý chính = flexibel (4.30 Aussage 1) - *„… hat ihre Vorteile. **Persönliche Interaktion ist unersetzlich.**""* → ý chính = Persönliche Interaktion (4.29 Aussage 3) - *„… verbessern. **Es ist wichtig, dass** Schulen investieren.""* → ý chính = investieren (4.29 Aussage 1) - **Pattern count:** 1 (lần đầu — 2 câu sai cùng 1 pattern trong buổi gia sư 2026-05-29) - **Source:** SESSION_2026-05-29.md (gia sư — Hören 4.29) - **Related words:** unersetzlich, investieren, Zugang ---\n"
,unerwartet,"Der Flug wurde aufgrund unerwarteter Wetterbedingungen verschoben.","không lường trước, bất ngờ",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-176,0,,2026-05-31,,
,Unfall,"Der Stau ist wegen eines Unfalls entstanden.","tai nạn",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-196,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-196]\n\n## Grammar / Notes\nPlural mit Umlaut\n"
,Ungerechtigkeit,"Soziale Ungerechtigkeiten müssen bekämpft werden.","sự bất công",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260518-013,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-013]\n\n## Grammar / Notes\nTừ 'gerecht' (công bằng) + 'un-' phủ định + '-keit' (đuôi danh từ hoá)\n"
,ungesund,"Zu viel Zucker ist ungesund.","không lành mạnh",1,0,wortart:Adjektiv;level:B1;thema:Gesundheit;voc:VOC-20260518-042,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-042]\n\n## Grammar / Notes\nCấu tạo: un- + gesund\n"
,unpersönlich,"Große Städte wirken oft unpersönlich.","vô danh, không thân mật",1,0,wortart:Adjektiv;level:B1;thema:Wohnen;voc:VOC-20260522-026,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-026]\n\n## Collocations\n- Es handelt sich (eindeutig) um + Akk (Đây (rõ ràng) là về ...)\n- Für diese Arbeiten ist es erforderlich, dass ... (Đối với các công việc này, cần thiết phải ...)\n"
,Unsicherheit,"Trotz der Unsicherheit wurden keine Änderungen bestätigt.","sự không chắc chắn",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-1200,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1200]\n\n## Weak word\nmistake_count: 0 — last: 2026-05-29 — rule: Hören 4.31 — sự bất ổn / không chắc chắn\n"
,Unterbrechung,"Für die Dauer der Unterbrechung werden Busse eingesetzt.","sự gián đoạn",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-419,0,,2026-05-31,,
,unterbrochen,"Die Zugverbindung ist aufgrund von Wartungsarbeiten unterbrochen.","bị gián đoạn",1,0,wortart:Adjektiv;level:B1;thema:Verkehr;voc:VOC-20260522-045,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-045]\n\n## Grammar / Notes\nPartizip II von unterbrechen\n"
,Untergeschoss,"Untergeschoss – Schnäppchen & Feiern","tầng hầm",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1318,0,,2026-05-31,,
,unterschreiben,"Außerdem wurde das Dokument bislang nicht unterschrieben.","ký tên",1,0,wortart:Verb;level:B1;thema:Behörde;voc:VOC-20260522-1762,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1762]\n\n## Collocations\n- Bitte unterschreiben Sie das beiliegende Formular (Xin quý vị ký vào mẫu đính kèm)\n"
,unterstützen,"Wir unterstützen lokale Künstler.","ủng hộ, hỗ trợ",1,0,wortart:Verb;level:B1;thema:Arbeit;voc:VOC-20260518-138,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-138]\n\n## Grammar / Notes\nNicht trennbar; Akk. | Quelle: Teil4 4.23\n\n## Collocations\n- Sollten ... unverständlich sein, unterstützen wir Sie selbstverständlich gern (Nếu ... khó hiểu, dĩ nhiên chúng tôi sẵn lòng hỗ trợ quý vị)\n"
,Unterstützung,"Vielen Dank für Ihre Unterstützung!","sự ủng hộ, hỗ trợ",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-1601,0,,2026-05-31,,
,Untersuchung,"Die Untersuchung beim Hausarzt durchführen lassen.","việc khám bệnh",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-498,0,,2026-05-31,,
,unterzeichnen,"Betreff: Nachreichung der unterzeichneten Unterlagen","ký tên (chính thức)",1,0,wortart:Verb;level:B1;thema:Behörde;voc:VOC-20260522-1398,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1398]\n\n## Grammar / Notes\nformeller als unterschreiben\n"
,untrennbar,"Beruf und Privatleben sind oft untrennbar verbunden.","không thể tách rời",1,0,wortart:Adjektiv;level:B1;thema:general;voc:VOC-20260518-057,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-057]\n\n## Grammar / Notes\nCấu tạo: un- + trennen (tách) + -bar. Collocation: 'untrennbar (miteinander) verbunden sein'\n\n## Collocations\n- untrennbar (miteinander) verbunden sein (gắn bó không tách rời)\n"
,unvergesslich,"DreamTravel wird als Anbieter von unvergesslichen Urlaubserlebnissen vorgestellt.","không thể quên",1,0,wortart:Adjektiv;level:B1;thema:Reisen;voc:VOC-20260522-181,0,,2026-05-31,,
,unverpackt,"Ich kaufe nur noch unverpackte Lebensmittel.","không đóng gói",1,0,wortart:Adjektiv;level:B1;thema:Einkauf;voc:VOC-20260522-1238,0,,2026-05-31,,
,unverzichtbar,"Soziale Medien sind für meine Arbeit im Marketing unverzichtbar.","không thể thiếu",1,0,wortart:Adjektiv;level:B1;thema:Arbeit;voc:VOC-20260522-1234,0,,2026-05-31,,
,unverändert,"Die Verbindungen von U-Bahnen und Straßenbahnen bleiben jedoch unverändert.","không thay đổi",1,0,wortart:Adjektiv;level:B1;thema:Verkehr;voc:VOC-20260522-1363,0,,2026-05-31,,
,Update,"Ich habe vor kurzem ein Update durchgeführt.","bản cập nhật",1,0,wortart:Substantiv;level:B1;thema:Kommunikation;voc:VOC-20260522-1216,0,,2026-05-31,,
,Urkunde,"Ausstellung von Urkunden (Geburt/Tod)","giấy tờ chứng nhận chính thức",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-1499,0,,2026-05-31,,
,Urlaub,"Eine Woche Urlaub in Paris für zwei Personen.","kỳ nghỉ",1,0,wortart:Substantiv;level:B1;thema:Reisen;voc:VOC-20260522-885,0,,2026-05-31,,
,Urlaubserlebnis,"DreamTravel bietet verschiedene Urlaubserlebnisse weltweit.","trải nghiệm du lịch",1,0,wortart:Substantiv;level:B1;thema:Reisen;voc:VOC-20260522-178,0,,2026-05-31,,
,Ursache,"Welche Ursachen nennt der Arzt für die Kopfschmerzen?","nguyên nhân",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-1184,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1184]\n\n## Collocations\n- Stress abbauen (giải toả căng thẳng)\n"
,ursprünglich,"Der Sonntag war ursprünglich geplant.","ban đầu, gốc",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-436,0,,2026-05-31,,
,Variante,"Die Kundin wählt die teurere Variante.","phiên bản, loại",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-1214,0,,2026-05-31,,
,variieren,"Die Reparaturkosten variieren.","thay đổi, khác nhau",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-1143,0,,2026-05-31,,
,vegan,"Mein Bruder lebt seit zwei Jahren vegan.","thuần chay",1,0,wortart:Adjektiv;level:B1;thema:Ernährung;voc:VOC-20260518-033,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-033]\n\n## Grammar / Notes\nPhân biệt: vegan (không động vật) vs vegetarisch (chấp nhận sữa/trứng)\n"
,veraltet,"Der alte Fahrplan ist veraltet.","lỗi thời / cũ kỹ",1,0,wortart:Adjektiv;level:B1;thema:Allgemein;voc:VOC-20260522-955,0,,2026-05-31,,
,veranstalten,"Die Stadt veranstaltet jedes Jahr ein Fest.","tổ chức",1,0,wortart:Verb;level:B1;thema:Freizeit;voc:VOC-20260518-143,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-143]\n\n## Grammar / Notes\nSubstantiv: die Veranstaltung | Quelle: Teil4 4.24\n"
,Veranstaltung,"Ich wünsche Ihnen eine erfolgreiche Veranstaltung!","sự kiện, buổi tổ chức",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-1591,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1591]\n\n## Collocations\n- eine Infoveranstaltung durchführen (tổ chức một buổi thông tin)\n- Ich wünsche Ihnen eine erfolgreiche Veranstaltung (Tôi chúc ngài một sự kiện thành công)\n"
,Veranstaltungskalender,"Sie sind mit unserem Veranstaltungskalender verbunden.","lịch sự kiện",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-064,0,,2026-05-31,,
,Verantwortung,"Die persönliche Verantwortung ist wichtig.","trách nhiệm",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260518-077,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-077]\n\n## Grammar / Notes\nCollocation: Verantwortung für + Akk. übernehmen/tragen | Quelle: Teil4 4.18\n\n## Collocations\n- Verantwortung für + Akk. übernehmen (đảm nhận trách nhiệm về...)\n"
,verantwortungsvoll,"Wir brauchen einen verantwortungsvollen Umgang mit Medien.","có trách nhiệm",1,0,wortart:Adjektiv;level:B1;thema:general;voc:VOC-20260518-106,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-106]\n\n## Grammar / Notes\nAus 'Verantwortung' + '-voll' | Quelle: Teil4 4.21\n"
,verbessern,"Neue Technologien verbessern unser Leben.","cải thiện",1,0,wortart:Verb;level:B1;thema:general;voc:VOC-20260518-110,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-110]\n\n## Grammar / Notes\nAus 'besser' + 'ver-'; reflexiv: sich verbessern | Quelle: Teil4 4.21\n\n## Past mistakes\n- 2026-05-29 (Hören): - **Mistake:** 4.29 Aussage 1 → chọn **a** (*Digitale Technologien verbessern den Zugang zu Bildung*) vì nghe thấy „den Zugang zur Bildung verbessern"" đầu câu. Đúng là **d** (*Schulen sollten in die neuesten Technologien investieren*). - **Mistake:** 4.29 Aussage 3 → chọn **c** (*Traditioneller Unterricht hat seine Vorzüge*) vì nghe thấy „Die traditionelle Form … hat ihre Vorteile"" đầu câu. Đúng là **e** (*Persönliche Interaktion ist unersetzlich*). - **Rule:** Trong bài Zuordnung (DTZ Hören), câu mở đầu thường chỉ là *bối cảnh dẫn dắt* — từ khoá của nó hay trùng với đáp án sai. Ý trọng tâm người nói muốn nhấn thường xuất hiện *sau* các marker: „Es ist wichtig, dass …"" / „Außerdem …"" / „vor allem …"" / „… ist unersetzlich / entscheidend / der größte Vorteil"". - **Example đúng thêm (cách nhận marker):** - *„Man spart Zeit. **Außerdem** kann ich flexibel arbeiten.""* → ý chính = flexibel (4.30 Aussage 1) - *„… hat ihre Vorteile. **Persönliche Interaktion ist unersetzlich.**""* → ý chính = Persönliche Interaktion (4.29 Aussage 3) - *„… verbessern. **Es ist wichtig, dass** Schulen investieren.""* → ý chính = investieren (4.29 Aussage 1) - **Pattern count:** 1 (lần đầu — 2 câu sai cùng 1 pattern trong buổi gia sư 2026-05-29) - **Source:** SESSION_2026-05-29.md (gia sư — Hören 4.29) - **Related words:** unersetzlich, investieren, Zugang ---\n"
